Print quanity,Cover type,Book size,Page count,Colour printing,Shipping ,Print Days,Minimum Shipping Days,Max Shipping Days,Ships to,Currency,Total price,Per book price,Source currency,Printer name,Currency rate
250,Softcover PUR,SS,112,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,3362.5,13.45,AUD,BPC,1
250,Softcover PUR,SS,120,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,3525,14.1,AUD,BPC,1
250,Softcover PUR,SS,128,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,3685,14.74,AUD,BPC,1
250,Softcover PUR,SS,136,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,3847.5,15.39,AUD,BPC,1
250,Softcover PUR,SS,144,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,4007.5,16.03,AUD,BPC,1
250,Softcover PUR,SS,152,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,4170,16.68,AUD,BPC,1
250,Softcover PUR,SS,160,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,4332.5,17.33,AUD,BPC,1
250,Softcover PUR,SS,168,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,4492.5,17.97,AUD,BPC,1
250,Softcover PUR,SS,176,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,4655,18.62,AUD,BPC,1
250,Softcover PUR,SS,184,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,4815,19.26,AUD,BPC,1
250,Softcover PUR,SS,192,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,4977.5,19.91,AUD,BPC,1
250,Softcover PUR,SS,200,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,5140,20.56,AUD,BPC,1
250,Softcover PUR,SS,208,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,5300,21.2,AUD,BPC,1
250,Softcover PUR,SS,216,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,5462.5,21.85,AUD,BPC,1
250,Softcover PUR,SS,224,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,5622.5,22.49,AUD,BPC,1
250,Softcover PUR,SS,232,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,5785,23.14,AUD,BPC,1
250,Softcover PUR,SS,240,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,5947.5,23.79,AUD,BPC,1
300,Softcover PUR,SS,32,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,1749,5.83,AUD,BPC,1
300,Softcover PUR,SS,40,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,1929,6.43,AUD,BPC,1
300,Softcover PUR,SS,48,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,2106,7.02,AUD,BPC,1
300,Softcover PUR,SS,56,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,2286,7.62,AUD,BPC,1
300,Softcover PUR,SS,64,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,2463,8.21,AUD,BPC,1
300,Softcover PUR,SS,72,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,2640,8.8,AUD,BPC,1
300,Softcover PUR,SS,80,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,2820,9.4,AUD,BPC,1
300,Softcover PUR,SS,88,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,2997,9.99,AUD,BPC,1
300,Softcover PUR,SS,96,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,3177,10.59,AUD,BPC,1
300,Softcover PUR,SS,104,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,3354,11.18,AUD,BPC,1
300,Softcover PUR,SS,112,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,3531,11.77,AUD,BPC,1
300,Softcover PUR,SS,120,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,3711,12.37,AUD,BPC,1
300,Softcover PUR,SS,128,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,3888,12.96,AUD,BPC,1
300,Softcover PUR,SS,136,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,4068,13.56,AUD,BPC,1
300,Softcover PUR,SS,144,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,4245,14.15,AUD,BPC,1
300,Softcover PUR,SS,152,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,4425,14.75,AUD,BPC,1
300,Softcover PUR,SS,160,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,4602,15.34,AUD,BPC,1
300,Softcover PUR,SS,168,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,4779,15.93,AUD,BPC,1
300,Softcover PUR,SS,176,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,4959,16.53,AUD,BPC,1
300,Softcover PUR,SS,184,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,5136,17.12,AUD,BPC,1
300,Softcover PUR,SS,192,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,5316,17.72,AUD,BPC,1
300,Softcover PUR,SS,200,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,5493,18.31,AUD,BPC,1
300,Softcover PUR,SS,208,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,5670,18.9,AUD,BPC,1
300,Softcover PUR,SS,216,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,5850,19.5,AUD,BPC,1
300,Softcover PUR,SS,224,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,6027,20.09,AUD,BPC,1
300,Softcover PUR,SS,232,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,6207,20.69,AUD,BPC,1
300,Softcover PUR,SS,240,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,6384,21.28,AUD,BPC,1
350,Softcover PUR,SS,32,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,1977.5,5.65,AUD,BPC,1
350,Softcover PUR,SS,40,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,2184,6.24,AUD,BPC,1
350,Softcover PUR,SS,48,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,2390.5,6.83,AUD,BPC,1
350,Softcover PUR,SS,56,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,2597,7.42,AUD,BPC,1
350,Softcover PUR,SS,64,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,2803.5,8.01,AUD,BPC,1
350,Softcover PUR,SS,72,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,3010,8.6,AUD,BPC,1
350,Softcover PUR,SS,80,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,3216.5,9.19,AUD,BPC,1
350,Softcover PUR,SS,88,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,3423,9.78,AUD,BPC,1
350,Softcover PUR,SS,96,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,3629.5,10.37,AUD,BPC,1
350,Softcover PUR,SS,104,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,3836,10.96,AUD,BPC,1
350,Softcover PUR,SS,112,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,4042.5,11.55,AUD,BPC,1
350,Softcover PUR,SS,120,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,4249,12.14,AUD,BPC,1
350,Softcover PUR,SS,128,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,4455.5,12.73,AUD,BPC,1
350,Softcover PUR,SS,136,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,4662,13.32,AUD,BPC,1
350,Softcover PUR,SS,144,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,4868.5,13.91,AUD,BPC,1
350,Softcover PUR,SS,152,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,5075,14.5,AUD,BPC,1
350,Softcover PUR,SS,160,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,5281.5,15.09,AUD,BPC,1
350,Softcover PUR,SS,168,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,5488,15.68,AUD,BPC,1
350,Softcover PUR,SS,176,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,5694.5,16.27,AUD,BPC,1
350,Softcover PUR,SS,184,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,5901,16.86,AUD,BPC,1
350,Softcover PUR,SS,192,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,6111,17.46,AUD,BPC,1
350,Softcover PUR,SS,200,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,6317.5,18.05,AUD,BPC,1
350,Softcover PUR,SS,208,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,6524,18.64,AUD,BPC,1
350,Softcover PUR,SS,216,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,6730.5,19.23,AUD,BPC,1
350,Softcover PUR,SS,224,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,6937,19.82,AUD,BPC,1
350,Softcover PUR,SS,232,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,7143.5,20.41,AUD,BPC,1
350,Softcover PUR,SS,240,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,7350,21,AUD,BPC,1
400,Softcover PUR,SS,32,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,2184,5.46,AUD,BPC,1
400,Softcover PUR,SS,40,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,2416,6.04,AUD,BPC,1
400,Softcover PUR,SS,48,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,2648,6.62,AUD,BPC,1
400,Softcover PUR,SS,56,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,2880,7.2,AUD,BPC,1
400,Softcover PUR,SS,64,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,3116,7.79,AUD,BPC,1
400,Softcover PUR,SS,72,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,3348,8.37,AUD,BPC,1
400,Softcover PUR,SS,80,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,3580,8.95,AUD,BPC,1
400,Softcover PUR,SS,88,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,3812,9.53,AUD,BPC,1
400,Softcover PUR,SS,96,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,4044,10.11,AUD,BPC,1
400,Softcover PUR,SS,104,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,4276,10.69,AUD,BPC,1
400,Softcover PUR,SS,112,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,4508,11.27,AUD,BPC,1
400,Softcover PUR,SS,120,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,4740,11.85,AUD,BPC,1
400,Softcover PUR,SS,128,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,4976,12.44,AUD,BPC,1
400,Softcover PUR,SS,136,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,5208,13.02,AUD,BPC,1
400,Softcover PUR,SS,144,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,5440,13.6,AUD,BPC,1
400,Softcover PUR,SS,152,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,5672,14.18,AUD,BPC,1
400,Softcover PUR,SS,160,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,5904,14.76,AUD,BPC,1
400,Softcover PUR,SS,168,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,6136,15.34,AUD,BPC,1
400,Softcover PUR,SS,176,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,6368,15.92,AUD,BPC,1
400,Softcover PUR,SS,184,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,6600,16.5,AUD,BPC,1
400,Softcover PUR,SS,192,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,6836,17.09,AUD,BPC,1
400,Softcover PUR,SS,200,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,7068,17.67,AUD,BPC,1
400,Softcover PUR,SS,208,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,7300,18.25,AUD,BPC,1
400,Softcover PUR,SS,216,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,7532,18.83,AUD,BPC,1
400,Softcover PUR,SS,224,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,7764,19.41,AUD,BPC,1
400,Softcover PUR,SS,232,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,7996,19.99,AUD,BPC,1
400,Softcover PUR,SS,240,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,8228,20.57,AUD,BPC,1
450,Softcover PUR,SS,32,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,2349,5.22,AUD,BPC,1
450,Softcover PUR,SS,40,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,2601,5.78,AUD,BPC,1
450,Softcover PUR,SS,48,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,2853,6.34,AUD,BPC,1
450,Softcover PUR,SS,56,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,3109.5,6.91,AUD,BPC,1
450,Softcover PUR,SS,64,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,3361.5,7.47,AUD,BPC,1
450,Softcover PUR,SS,72,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,3618,8.04,AUD,BPC,1
450,Softcover PUR,SS,80,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,3870,8.6,AUD,BPC,1
450,Softcover PUR,SS,88,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,4122,9.16,AUD,BPC,1
450,Softcover PUR,SS,96,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,4378.5,9.73,AUD,BPC,1
450,Softcover PUR,SS,104,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,4630.5,10.29,AUD,BPC,1
450,Softcover PUR,SS,112,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,4887,10.86,AUD,BPC,1
450,Softcover PUR,SS,120,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,5139,11.42,AUD,BPC,1
450,Softcover PUR,SS,128,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,5391,11.98,AUD,BPC,1
450,Softcover PUR,SS,136,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,5647.5,12.55,AUD,BPC,1
450,Softcover PUR,SS,144,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,5899.5,13.11,AUD,BPC,1
450,Softcover PUR,SS,152,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,6156,13.68,AUD,BPC,1
450,Softcover PUR,SS,160,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,6408,14.24,AUD,BPC,1
450,Softcover PUR,SS,168,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,6660,14.8,AUD,BPC,1
450,Softcover PUR,SS,176,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,6916.5,15.37,AUD,BPC,1
450,Softcover PUR,SS,184,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,7168.5,15.93,AUD,BPC,1
450,Softcover PUR,SS,192,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,7420.5,16.49,AUD,BPC,1
450,Softcover PUR,SS,200,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,7677,17.06,AUD,BPC,1
450,Softcover PUR,SS,208,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,7929,17.62,AUD,BPC,1
450,Softcover PUR,SS,216,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,8185.5,18.19,AUD,BPC,1
450,Softcover PUR,SS,224,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,8437.5,18.75,AUD,BPC,1
450,Softcover PUR,SS,232,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,8689.5,19.31,AUD,BPC,1
450,Softcover PUR,SS,240,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,8946,19.88,AUD,BPC,1
500,Softcover PUR,SS,32,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,2495,4.99,AUD,BPC,1
500,Softcover PUR,SS,40,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,2765,5.53,AUD,BPC,1
500,Softcover PUR,SS,48,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,3040,6.08,AUD,BPC,1
500,Softcover PUR,SS,56,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,3310,6.62,AUD,BPC,1
500,Softcover PUR,SS,64,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,3585,7.17,AUD,BPC,1
500,Softcover PUR,SS,72,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,3860,7.72,AUD,BPC,1
500,Softcover PUR,SS,80,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,4130,8.26,AUD,BPC,1
500,Softcover PUR,SS,88,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,4405,8.81,AUD,BPC,1
500,Softcover PUR,SS,96,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,4675,9.35,AUD,BPC,1
500,Softcover PUR,SS,104,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,4950,9.9,AUD,BPC,1
500,Softcover PUR,SS,112,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,5225,10.45,AUD,BPC,1
500,Softcover PUR,SS,120,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,5495,10.99,AUD,BPC,1
500,Softcover PUR,SS,128,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,5770,11.54,AUD,BPC,1
500,Softcover PUR,SS,136,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,6040,12.08,AUD,BPC,1
500,Softcover PUR,SS,144,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,6315,12.63,AUD,BPC,1
500,Softcover PUR,SS,152,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,6590,13.18,AUD,BPC,1
500,Softcover PUR,SS,160,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,6860,13.72,AUD,BPC,1
500,Softcover PUR,SS,168,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,7135,14.27,AUD,BPC,1
500,Softcover PUR,SS,176,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,7405,14.81,AUD,BPC,1
500,Softcover PUR,SS,184,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,7680,15.36,AUD,BPC,1
